UserID;Location;Age
8479;kissimmee, florida, usa;31
8480;coria del rio, seville, spain;24
8481;mendoza, mendoza, argentina;32
8482;lakin, kansas, usa;47
8483;worms, rheinland-pfalz, germany;36
8486;aveiro, aveiro, portugal;25
8487;carrollton, texas, usa;30
8489;louisville, kentucky, usa;17
8490;montevideo, montevideo, uruguay;22
8491;madrid, saarland, spain;23
8493;strumica, n/a, macedonia;23
8494;fullerton, california, usa;31
8496;tempe, arizona, usa;28
8497;lisbon, estremadura, portugal;27
8498;galashiels, scotland, united kingdom;39
8500;madrid, madrid, spain;41
8501;reutlingen, baden-wuerttemberg, germany;25
8505;faro, nebraska, portugal;24
8506;lisbon, louisiana, portugal;27
8508;boston, massachusetts, usa;54
8510;covilhÒ¼árhode island, portugal;29
8512;barcelona, catalunya, spain;43
8513;leiria, leiria, portugal;38
8515;antequera, malaga, spain;23
8516;viana do castelo, hamburg, portugal;20
8517;torrejon de ardoz, n/a, spain;29
8519;maracay, aragua, venezuela;13
8520;lisbon, n/a, portugal;35
8521;setubal, setubal, portugal;28
8522;madrid, vermont, spain;39
8523;langkawi, kuah, malaysia;48
8526;swords, dublin, ireland;56
8528;hamilton, ontario, canada;36
8530;minneapolis, minnesota, usa;16
8531;oviedo, asturias,;42
8532;magdeburg, sachsen-anhalt, germany;19
8533;zagreb, n/a, croatia;28
8534;san jose del monte, bulacan, philippines;19
8535;biel/bienne, bern, switzerland;17
8537;richmond, british columbia, canada;43
8539;dunbar, west virginia, usa;63
8541;westcliffe, colorado, usa;68
8542;lyon, n/a, france;24
8543;shantou, guangdong, china;19
8544;fano, marche, italy;30
8546;cochin, kerala, india;69
8547;gaborone, n/a, botswana;29
8548;london, england, united kingdom;28
8551;detroit, michigan, usa;31
8552;neuhaus, n/a, austria;33
8553;lleida, catalunya, spain;28
8554;aliso viejo, california, usa;31
8555;portsmouth, n/a, united kingdom;25
8558;calcutta, west bengal, india;16
8561;watford, england, united kingdom;50
8562;chennai, tamil nadu, india;28
8563;mumbai, mumbai, india;22
8566;madrid, n/a, spain;31
8567;poland, ohio, usa;19
8569;alcobaþí¼ alcobaþí¼ portugal;26
8570;rochester, new york, usa;23
8571;woodside, new york, usa;29
8573;guntur, andhra pradesh, india;31
8575;madurai, tamil nadu, india;21
8576;alexandria, virginia, usa;62
8577;cambridge, massachusetts, usa;23
8579;tallahassee, florida, usa;18
8580;bath, england, united kingdom;19
8583;london, england, united kingdom;25
8587;bristol, n/a, united kingdom;21
8588;oviedo, asturias, spain;27
8589;somers, connecticut, usa;40
8590;porto, portugal, portugal;23
8592;madrid, madrid, spain;52
8597;lausanne, vaud, switzerland;31
8598;las vegas, nevada, usa;32
8599;las vegas, nevada, usa;17
8601;newcastle-upon-tyne, tyneside, united kingdom;44
8602;sydney, new south wales, australia;13
8606;wallisellen, zuerich, switzerland;21
8607;santiago, santiago, chile;21
8608;para±í▒Áe, metro manila, philippines;32
8609;london, england, united kingdom;29
8610;l`arboþ¼átarragona, spain;19
8612;orange, california, usa;35
8613;cincinnati, ohio, usa;69
8614;madrid, western australia, spain;19
8615;boston, massachusetts, usa;47
8616;carrollton, texas, texas, usa;61
8618;viseu, portugal, portugal;18
8619;paris, paris, france;31
8620;portland, oregon, usa;43
8621;lisbon, n/a, portugal;39
8622;maia, porto, portugal;21
8625;sydney, new south wales, australia;14
8626;kristianstad, skÕ«Ñ, sweden;20
8628;somersworth, new hampshire, usa;33
8629;hednesford, n/a, united kingdom;37
8630;hurst, texas, usa;45
8631;mexico, mexico, mexico;16
8632;milano, milano, italy;34
8635;east lansing, michigan, usa;31
8636;cadillac, michigan, usa;53
8637;west seneca, new york, usa;49
8638;intercession city, florida, usa;35
8644;edmonton, alberta, canada;34
8645;magnitogorsk, chelyabinsk region, russia;22
8646;offenbach, rheinland-pfalz, germany;20
8647;moscow, n/a, russia;20
8649;giannitsa, n/a, greece;26
8650;dallas, tennessee, usa;22
8651;nrnberg, bayern, germany;55
8652;pembroke pines, florida, usa;16
8653;madrid, new mexico, spain;19
8655;belfast, northern ireland, ireland;104
8656;north vancouver, british columbia, canada;32
8657;gainesville, georgia, usa;27
8658;walled lake, michigan, usa;49
8660;innsbruck, tirol, austria;25
8664;reading, england, united kingdom;16
8665;san jose, california, usa;76
8669;sydney, new south wales, australia;23
8670;saalfelden, salzburg, austria;39
8672;manassas, virginia, usa;17
8673;luxembourg, n/a, luxembourg;31
8674;singapore, n/a, singapore;29
8677;granada, granada, spain;68
8678;smederevo, serbia, yugoslavia;20
8679;blanchester, ohio, usa;32
8681;orlando, florida, usa;34
8684;murcia, murcia, spain;25
8685;marietta, georgia, usa;32
8686;st cugat del vallÞ│¼ catalonia, spain;39
8687;bucharest, n/a, romania;28
8689;barcelona, n/a, spain;18
8690;buenos aires, buenos aires, argentina;54
8693;st. clairsville, ohio, usa;29
8698;cßñ®z, calabria, spain;30
8699;zeewolde, flevoland, netherlands;72
8700;padova, veneto, italy;33
8703;tiruchirappalli, tiruchirappalli, india;42
8704;lisboa, n/a, portugal;29
8705;bucharest, bucharest, romania;37
8706;olathe, kansas, usa;48
8707;freiburg, baden-wuerttemberg, germany;19
8709;madrid, madrid, spain;52
8710;christchurch, new zealand, queenspark;46
8711;29170, mß¼íga, spain;20
8713;gandia, valencia, spain;30
8714;madrid, madrid, spain;42
8715;wildomar, california, usa;23
8717;zaragoza, zaragoza, spain;31
8718;anchorage, alaska, usa;55
8719;saarbrcken, saarland, germany;30
8720;anchorage, alaska, usa;31
8722;weil der stadt, baden-wuerttemberg, germany;47
8724;winter garden, florida, usa;55
8726;guarda, n/a, portugal;29
8728;stuttgart, baden-wuerttemberg, germany;22
8730;lebanon, oregon, usa;59
8731;ridgeville, ontario, canada;65
8736;isleworth, georgia, united kingdom;72
8739;lafayette, louisiana, usa;51
8741;seevetal, niedersachsen, germany;27
8745;san benedetto del tronto, marche, italy;30
8746;bangalore, karnataka, india;22
8749;huelva, andalucia, spain;15
8750;northampton, northamptonshire, united kingdom;27
8751;berga, bayern, spain;21
8752;n/a, n/a, monaco;45
8753;sunnyvale, california, usa;45
8754;mondercange, n/a, luxembourg;17
8755;aachen, nordrhein-westfalen, germany;30
8756;novi, michigan, usa;16
8757;lucena, n/a, spain;26
8758;barcelona, barcelona, spain;29
8759;jefferson city, missouri, usa;17
8760;ploiesti, prahova, romania;17
8761;celle, niedersachsen, germany;25
8762;london, england, united kingdom;22
8763;stockholm, n/a, sweden;27
8765;san bartolomÚá¼anzarote, las palmas, spain;60
8767;madrid, madrid, spain;38
8768;reus, tarragona, spain;25
8769;london, england, united kingdom;24
8770;brooklyn, new york, usa;23
8772;halifax, nova scotia, canada;26
8773;minneapolis, minnesota, usa;39
8777;canyelles, barcelona, spain;43
8778;innsbruck, tirol, austria;21
8781;sÒ»ápaulo, sÒ»ápaulo, brazil;24
8782;calgary, alberta, canada;239
8783;barcelona, espa±í¼áspain;28
8785;garland, texas, usa;69
8788;huelva, andalucia, spain;37
8791;milano, milano, italy;31
8792;bellingham, washington, usa;22
8795;madrid, madrid, spain;26
8796;aalborg, nordjylland, denmark;23
8797;stockholm, n/a, sweden;18
8799;oslo, oslo, norway;28
8801;san francisco, california, usa;24
8805;ealing, england, united kingdom;36
8806;rapallo, liguria, italy;26
8807;shanghai, shanghai, china;42
8808;north vernon, indiana, usa;26
8809;cape town, western cape, south africa;14
8811;poughkeepsie, new york, usa;49
8812;nashua, new hampshire, usa;30
8815;birmingham, england, united kingdom;23
8817;bad kreuznach, rheinland-pfalz, germany;42
8818;mt airy, maryland, usa;65
8819;frankfurt, hessen, germany;42
8820;stockerau, niederoesterreich, austria;25
8821;sleepy eye, minnesota, usa;35
8822;stoke-on-trent, staffordshire, united kingdom;27
8823;greenville, south carolina, usa;49
8824;zweibrcken, rheinland-pfalz, germany;24
8826;san giovanni rotondo, puglia, italy;52
8827;atlanta, georgia, usa;48
8828;fresno, california, usa;27
8830;greece, greece, greece;39
8831;saskatoon, saskatchewan, canada;22
8832;bonn, ,;28
8833;owatonna, minnesota, usa;34
8834;mannheim, baden-wuerttemberg, germany;26
8836;quezon city, manila, philippines;18
8837;stockbridge, michigan, usa;17
8838;dun laoghaire, co. dublin, ireland;21
8842;orlando, florida, usa;35
8843;nottingham, england, united kingdom;29
8845;tagbilaran, philppines, philippines;20
8846;arlington, virginia, usa;41
8847;maylands, western australia, australia;23
8848;concord, new hampshire, usa;36
8853;los angeles, california, usa;22
8855;seattle, washington, usa;26
8856;forestville, california, usa;31
8858;hamburg, hamburg, germany;33
8859;minneapolis, minnesota, usa;40
8860;lubbock, texas, usa;23
8862;cliffside park, new jersey, usa;47
8863;nyc, new york, usa;16
8864;st petersburg, florida, usa;26
8867;boston, massachusetts, usa;48
8868;olivares, sachsen-anhalt, spain;26
8869;horsham, england, united kingdom;35
8870;austin, texas, usa;45
8872;athens, georgia, usa;65
8873;osterholz-scharmbeck, niedersachsen, germany;32
8874;oakville, ontario, canada;23
8878;shoreview, minnesota, usa;44
8880;roma, lazio, italy;37
8881;madrid, madrid, spain;21
8882;rome, lazio, italy;23
8884;nuernberg, bayern, germany;46
8885;iasi, moldova, romania;31
8886;la verne, ca, usa;59
8887;ajax, ontario, canada;60
8888;lund, n/a, sweden;28
8889;glendale, california, usa;35
8890;paris, ile-de-france, france;47
8891;emporia, kansas, usa;27
8892;rub´┐¢barcelona,;40
8894;backnang, baden-wrtemberg, germany;28
8895;apia, n/a, samoa;29
8897;southampton, england, united kingdom;31
8898;santiago, rm, chile;33
8900;amsterdam, , netherlands;33
8901;cappella maggiore, veneto, italy;23
8906;frankfurt, hessen, germany;44
8909;marlborough, england, united kingdom;31
8911;torino, piemonte, italy;40
8912;buenos aires, buenos aires, argentina;22
8913;tarragona, tasmania, spain;19
8916;seattle, washington, usa;23
8918;ottawa, ontario, canada;46
8922;dsseldorf, nordrhein-westfalen, germany;26
8924;glen burnie, maryland, usa;62
8925;belleville, michigan, usa;26
8926;buch am erlbach, bayern, germany;30
8929;araras, brazil, brazil;11
8930;st. louis, missouri, usa;78
8931;milano, lombardia, italy;31
8932;rio de janeiro, rio de janeiro, brazil;31
8933;new albany, indiana, usa;23
8934;montegrotto terme, veneto, italy;34
8935;little elm, texas, usa;35
8936;elizabeth city, north carolina, usa;18
8937;murphysboro, ,;37
8944;pearl city, hawaii, usa;26
8945;tamworth, new south wales, australia;33
8946;ashfield, new south wales, australia;58
8949;philadelphia, pennsylvania, usa;23
8951;somma vesuviana (napoli), campania, italy;29
8952;la cruz de huanacaxtle, nayarit, mexico;39
8954;muscatine, iowa, usa;19
8955;bayside, new york, usa;42
8957;moenchengladbach, north carolina, germany;40
8961;dekalb, illinois, usa;28
8962;southborough, massachusetts, usa;39
8964;barcelona, barcelona, spain;45
8965;oxford, canterbury, new zealand;39
8966;truth or consequences, new mexico, usa;24
8970;clute, texas, usa;36
8971;berlin, berlin, germany;27
8972;berlin, berlin, germany;31
8975;long beach, california, usa;33
8976;berlin, berlin, germany;45
8978;berlin, berlin, germany;34
8980;ontario, california, usa;29
8983;capital federal, capital federal, argentina;37
8984;christchurch, new zealand, new zealand;33
8985;rosario, santa fe, argentina;21
8986;san francisco, california, usa;33
8988;katy, texas, usa;37
8990;brighton, england, united kingdom;40
8991;meriden, n/a, united kingdom;42
8993;tagbilaran city, bohol, philippines;20
8994;salvador, bahia, brasil;26
8995;merlo, buenos aires, argentina;28
8997;berlin, berlin,;33
8998;osasco, sÒ»ápaulo, brazil;34
8999;aveiro, aveiro, portugal;34
9000;mandello lario, italy, italy;19
9004;toronto, ontario, canada;31
9007;pennington, new jersey, usa;24
9008;frankfurt am main, hessen, germany;35
9009;lisboa, lisboa, portugal;29
9010;loulÚ¼árheinland-pfalz, portugal;21
9011;barcelona, catalunya, spain;25
9012;milano, lombardia, italy;20
9013;genova, liguria, italy;34
9015;carmagnola, piemonte, italy;56
9016;porto, vila nova de gaia, portugal;28
9017;santa maria feira, arkansas, portugal;29
9020;silver spring, maryland, usa;60
9023;tucson, arizona, usa;33
9025;fortaleza, cearß¼ábrazil;26
9027;miami, florida, usa;33
9028;cordoba, n/a, spain;54
9030;lardero, la rioja, spain;39
9031;zaragoza, aragon, spain;25
9033;lake echo, nova scotia, canada;43
9035;coru±í¼ála coru±í¼áspain;16
9036;frth, bayern, germany;17
9037;asjf, minho, portugal;19
9040;bogota, bogota, colombia;23
9041;madrid, madrid, spain;19
9042;buenos aires, buenos aires, argentina;67
9043;porto alegre, rs, brazil;22
9044;san jose, n/a, costa rica;41
9045;madrid, madrid, spain;28
9047;douglas, massachusetts, usa;54
9048;barcelona, barcelona, spain;39
9049;manton, michigan, usa;16
9050;santander, cantabria, spain;19
9052;santiago, region metropolitana santiago, chile;48
9054;walsall, england, united kingdom;14
9055;sydney, new south wales, australia;32
9056;barcelona, barcelona (catalunya), spain;46
9057;wellington, n/a, new zealand;41
9059;oxford, oxon, united kingdom;34
9060;austin, texas, usa;23
9061;easkey po, county sligo, ireland;49
9062;sydney, new south wales, australia;29
9064;bath, n/a, united kingdom;20
9066;runcorn, england, united kingdom;35
9068;oshawa, ontario, canada;45
9069;bresso, lombardia, italy;29
9070;firenze, toscana, italy;50
9077;old basing, hampshire, united kingdom;33
9078;richardson, texas, usa;19
9080;campinas, sao paulo, brazil;20
9081;palmerston north, manawatu, new zealand;22
9082;curitiba, paranß¼ábrazil;21
9084;lemont, illinois, usa;25
9085;le¾«¼ále¾«¼áspain;26
9088;sheffield, england, united kingdom;33
9090;albuquerque, new mexico, usa;13
9092;london, london, united kingdom;39
9093;kalamazoo, michigan, usa;27
9094;albuquerque, new mexico, usa;14
9096;hessle, england,;49
9097;glasgow, scotland, united kingdom;34
9098;madrid, madrid, spain;23
9100;yulee, florida, usa;14
9103;piedmont, west virginia, usa;27
9105;iowa city, iowa, usa;39
9106;evanston, illinois, usa;45
9107;north reading, massachusetts, usa;37
9109;perth, western australia, australia;31
9111;london, england, united kingdom;34
9113;iasi, iasi, romania;26
9115;santa monica, california, usa;39
9118;albany, new york, usa;20
9119;mnchen, bayern, germany;30
9122;piacnza, emilia romagna, italy;25
9123;fargo, north dakota, usa;28
9126;milano, lombardia, italy;23
9130;capital federal, buenos aires, argentina;28
9131;valencia, comunidad valenciana, spain;37
9132;sunshine, victoria, australia;14
9134;austin, texas, usa;43
9137;unionville, ontario, canada;27
9139;mt. pleasant, michigan, usa;17
9140;grand junction, colorado, usa;25
9141;durango, colorado, usa;65
9143;madrid, madrid, spain;47
9146;condeixa-a-nova, coimbra, portugal;27
9147;ciudad juarez, chihuahua, mexico;26
9148;roseau, minnesota, usa;23
9150;wien, vienna, austria;28
9151;snohomish, washington, usa;47
9152;glasgow, strathclyde, united kingdom;40
9154;san francisco, california, usa;29
9158;gij¾«¼áasturias, spain;21
9161;cudahy, california, usa;15
9162;birodidjan, jewish autonomic oblast, russia;21
9164;grande prairie, alberta, canada;25
9166;warsaw, mazowsze, poland;40
9167;augsburg, bayern, germany;39
9171;san jose, california, usa;39
9174;denver, colorado, usa;37
9176;alexandria, virginia, usa;37
9177;leicester, leicestershire, united kingdom;26
9181;london, england, united kingdom;20
9182;fakenham, england, united kingdom;16
9183;waterloo, ontario, canada;31
9184;tucson, arizona, usa;26
9185;london, england, united kingdom;17
9191;lleida, n/a, spain;23
9192;horseheads, new york, usa;19
9193;toronto, ontario, canada;26
9195;barcelona, catalu±í¼áspain;20
9196;machynlleth, wales, united kingdom;43
9198;portsmouth, england, united kingdom;55
9199;saint louis, missouri, usa;33
9200;columbia, missouri, usa;14
9201;galanta, n/a, slovakia;16
9203;great bend, kansas, usa;69
9205;viganello, ticino, switzerland;18
9207;wirral, england, united kingdom;22
9209;lugano, ticino, switzerland;38
9211;rome, rm, italy;35
9212;tlell, british columbia, canada;30
9214;alpharetta, georgia, usa;19
9216;canfield, ohio, usa;28
9217;london, england, united kingdom;43
9221;boise, idaho, usa;49
9222;berlin, berlin, germany;32
9223;honolulu, hawaii, usa;46
9225;adelaide, south australia, australia;41
9226;kapolei, hawaii, usa;27
9227;glendora, california, usa;24
9228;new york, new york, usa;36
9229;cuernavaca, morelos, mexico;16
9230;santa barbara, california, usa;33
9232;jacksonville, arkansas, usa;46
9233;edinburgh, scotland, united kingdom;34
9234;victoria, british columbia, canada;33
9235;vista, california, usa;19
9236;capital federal, capital federal, argentina;16
9237;caracas, venezuela, venezuela;19
9238;toronto, ontario, canada;41
9239;vancouver, british columbia, canada;17
9241;manchester, england, united kingdom;32
9242;glasgow, scotland, united kingdom;20
9245;raleigh, north carolina, usa;30
9246;st. paul, minnesota, usa;40
9247;mt. wolf, pennsylvania, usa;35
9248;brant lake, new york, usa;56
9249;melbourne, victoria, australia;37
9252;cochin, kerala, india;30
9254;hk, hk, hong kong;23
9255;santiago, rm, chile;26
9256;melbourne, victoria, australia;33
9258;ilkley, west yorkshire, united kingdom;14
9259;wokingham, england, united kingdom;21
9260;hannover, niedersachsen, germany;34
9261;stockholm, n/a, sweden;32
9263;san diego, california, usa;54
9264;portland, maine, usa;23
9267;tulsa, oklahoma, usa;31
9268;manchester, england, united kingdom;29
9269;wirral, england, united kingdom;28
9270;lilburn, georgia, usa;62
9271;burlington, vermont, usa;23
9272;san diego, california, usa;16
9273;canyon country, california, usa;38
9276;milano, lombardia, italy;39
9278;new york, new brunswick, usa;49
9280;turner, maine, usa;43
9281;brunswick west, victoria, australia;20
9282;lake charles, louisiana, usa;28
9285;freiburg, baden-wuerttemberg, germany;23
9288;madrid, madrid, spain;33
9290;new orleans, louisiana, usa;52
9293;london, england, united kingdom;41
9294;leicester, england, united kingdom;37
9295;kelseyville, california, usa;13
9296;edgewater, maryland, usa;59
9297;birnin kebbi, kebbi, nigeria;24
9298;kannapolis, north carolina, usa;26
9299;milano, milano, italy;31
9301;vercelli, piemonte, italy;21
9302;wendover, buckinghamshire, united kingdom;36
9303;melbourne, florida, usa;50
9304;port soif, vale, guernsey;47
9305;milano, lombardia, italy;29
9306;punxsutawney, pennsylvania, usa;33
9308;livingston, new jersey, usa;19
9310;north haven, connecticut, usa;69
9314;london, england, united kingdom;23
9318;dallas, texas, usa;28
9319;bangalore, n/a, india;34
9320;new delhi, new delhi(india), india;26
9321;chaguanas, n/a, trinidad and tobago;25
9323;amadora, estremadura, portugal;20
9324;joliet, illinois, usa;19
9325;kohima, nagaland, india;33
9328;laie, hawaii, usa;20
9330;vercelli, piemonte, italy;27
9331;zaragoza, zaragoza, spain;24
9332;padova, veneto, italy;23
9333;san jose, san jose, costa rica;27
9337;bilbao, vizcaya, spain;43
9338;madrid, madrid, spain;24
9340;oak park, illinois, usa;35
9341;hamburg, ,;33
9346;katoomba, new south wales, australia;30
9347;nantes, loire atlantique, france;25
9348;a coru±í¼ágaliza, spain;18
9351;new york, new york, usa;16
9352;sarajevo, n/a, bosnia and herzegovina;35
9354;albuquerque, new mexico, usa;30
9355;buenos aires, buenos aires, argentina;21
9356;edmonton, alberta, canada;49
9358;victoria, illinois, usa;42
9359;burlington, massachusetts, usa;27
9360;tg. secuiesc, ,;22
9362;gasteiz, araba-basque country, euskal herria;25
9363;duncan, oklahoma, usa;41
9364;new york, new york, usa;35
9366;brimfield, massachusetts, usa;21
9367;notts, wales, united kingdom;36
9368;st paul, mn, minnesota, usa;34
9370;leers, , la france;17
9371;sacramento, california, usa;42
9372;watertown, massachusetts, usa;33
9373;banks, alabama, usa;40
9374;berlin, berlin, germany;20
9376;muskegon, michigan, usa;19
9377;london, england, united kingdom;26
9378;worcester, massachusetts, usa;50
9379;appleton, wisconsin, usa;21
9380;colcord, oklahoma, usa;43
9383;st. petersburg, florida, usa;43
9384;birmingham, england, united kingdom;21
9385;scottsburg, indiana, usa;28
9386;danville, arkansas, usa;42
9387;southlake, texas, usa;38
9388;marysville, ohio, usa;23
9389;west monroe, new york, usa;25
9390;thunderbolt, georgia, usa;32
9392;overland park, kansas, usa;30
9394;alameda, california, usa;36
9395;birmingham, england, united kingdom;18
9396;, ,;44
9397;sevilla, andaluc´┐¢ spain;44
9398;rennes, bretagne, france;31
9399;turella, new york, australia;27
9400;alston moor, england, united kingdom;47
9402;santo domingo, santo domingo, dominican republic;31
9403;hastings, nebraska, usa;35
9404;birmingham, england, united kingdom;24
9405;saskatoon, saskatchewan, canada;20
9407;wellington, wellington, new zealand;38
9408;waipahu, hawaii, usa;34
9411;paris, new york, france;16
9412;natchitoches, louisiana, usa;34
9413;grand forks afb, north dakota, usa;32
9414;ipswich, suffolk, united kingdom;37
9415;porto, n/a, portugal;23
9416;stockton on tees, england, united kingdom;39
9417;whitby, ontario, canada;26
9418;barcelona, catalunya, spain;29
9420;newcastle, new south wales, australia;14
9421;page, arizona, usa;10
9422;indianapolis, indiana, usa;15
9425;sao paulo, sao paulo, brazil;38
9426;arundel, queensland, australia;13
9428;sydey, south australia, australia;16
9429;rockford, michigan, usa;17
9431;london, england, united kingdom;64
9432;metz, lorraine, france;24
9434;adelaide, south australia, australia;20
9435;san francisco, california, usa;14
9437;london, england, united kingdom;31
9438;torquay, devon, united kingdom;21
9439;alliance, ohio, usa;37
9440;indianapolis, indiana, usa;21
9442;sushine coast, queensland, australia;19
9443;victoria, british columbia, canada;49
9445;maitland, new south wales, australia;14
9446;southampton east, southampton, bermuda;19
9447;melbourne, victoria, australia;15
9448;perth, western australia, australia;46
9451;sydney, new south wales, australia;15
9453;christchurch, canterbury, new zealand;40
9455;glen vine, isle of man, united kingdom;36
9456;ironton, missouri, usa;51
9461;boston, massachusetts, usa;13
9464;singapore, n/a, singapore;54
9465;brooklyn, new york, usa;35
9466;mumbai, maharashtra, india;17
9467;westland, michigan, usa;48
9468;bad nauheim, hessen, germany;33
9469;turek, wielkopolska, poland;25
9471;palatine, illinois, usa;48
9472;dunkirk, indiana, usa;39
9477;lancaster, england, united kingdom;49
9478;coventry, england, united kingdom;32
9479;radebeul, sachsen, germany;24
9481;windsor, ontario, canada;17
9482;gloversville, new york, usa;34
9483;mnchen, bayern, georgia;25
9485;thomasville, georgia, usa;26
9486;east windsor, new jersey, usa;46
9487;manchester, england, united kingdom;43
9489;tucson, arizona, usa;43
9490;banchory, scotland, united kingdom;13
9491;brockville, ontario, canada;74
9492;gainesville, florida, usa;19
9494;girard, ohio, usa;10
9495;st.peter, minnesota, usa;35
9497;wiesbaden, hessen, germany;41
9498;va. bch, virginia, usa;14
9499;new britain, connecticut, usa;18
9501;coventry, connecticut, usa;50
9502;chillicothe, ohio, usa;22
9505;weyburn, saskatchewan, canada;29
9509;whitesburg, kentucky, usa;52
9510;harrison, ohio, usa;30
9511;aspendale, victoria, australia;32
9513;cheshire, n/a, united kingdom;41
9514;york, nebraska, usa;41
9516;manchester, manchester, united kingdom;27
9517;meriden, connecticut, usa;26
9518;badalona, catalunya, spain;32
9519;bedford, new hampshire, usa;43
9521;queens, new york, usa;34
9523;chicago, illinois, usa;24
9524;bochum, nordrhein-westfalen, germany;23
9525;woodbridge, new jersey, usa;15
9526;gen. santos city, south cotabato, philippines;30
9527;citrus heights, california, usa;48
9528;gilbert, arizona, usa;17
9531;el paso, texas, usa;32
9538;bridgetown, west indies, barbados;24
9539;tÓ▓▓ega, lleida, spain;35
9541;st. louis, missouri, usa;27
9542;susaki-shi, kochi-ken, japan;28
9545;lansdale, pennsylvania, usa;40
9548;fountain, colorado, usa;20
9549;bologna, bologna, italy;65
9550;palmerston north, manawatu,;21
9552;astoria, new york, usa;22
9553;beckley, west virginia, usa;31
9554;new york, new york, usa;24
9555;edinburgh, scotland, united kingdom;29
9557;cols, ohio, usa;16
9558;bismarck, north dakota, usa;57
9559;eureka, california, usa;50
9562;baotou, some place in china, china;16
9563;boonton, new jersey, usa;31
9564;pictou, nova scotia, canada;20
9566;cambridge, england, united kingdom;41
9567;valencia, comunidad valenciana, spain;36
9568;wichita, kansas, usa;44
9569;hamilton, , canada;31
9570;rio de janeiro, rio de janeiro, brazil;51
9571;reinbek, schleswig-holstein, germany;27
9573;sÒ»ájosÚáños campos, sÒ»ápaulo, brazil;47
9574;lansing, michigan, usa;33
9575;brisbane, queensland, australia;26
9577;west sacramento, california, usa;36
9579;macomb, illinois, usa;23
9581;rhodes, greece, greece;32
9582;creve coeur, missouri, usa;40
9584;isanti, minnesota, usa;31
9585;roma, lazio, italy;36
9586;fall river, massachusetts, usa;51
9587;jacksonville, florida, usa;30
9589;st. peters, missouri, usa;36
9591;san diego, california, usa;54
9592;eugene, oregon, usa;40
9593;central, south carolina, usa;31
9594;mumbai, maharashtra, india;29
9597;miami, oklahoma, usa;32
9598;wellington, n/a, new zealand;30
9599;porto, porto, portugal;42
9600;beavercreek, ohio, usa;34
9601;dunwoody, georgia, usa;61
9602;bogota, n/a, colombia;23
9603;lakewood, colorado, usa;32
9605;ft eustis, virginia, usa;24
9606;danville, indiana, usa;21
9607;cadiz, n/a, spain;48
9608;brampton, ontario, canada;32
9609;burlington, vermont, usa;27
9610;san diego, california, usa;54
9611;san diego, california, usa;54
9613;collings lakes, new jersey, usa;34
9616;barcelona, catalunya, spain;49
9617;dunfermline, scotland, united kingdom;45
9618;birmingham, england, united kingdom;25
9619;chico, texas, usa;30
9620;lewiston, new york, usa;41
9622;brooklyn, new york, usa;37
9623;roanoke, virginia, usa;38
9625;storm lake, iowa, usa;20
9628;iron river, michigan, usa;16
9629;iron river, michigan, usa;16
9631;shepherdsville, kentucky, usa;20
9633;san franscico, california, usa;14
9635;greensborough, victoria, australia;17
9636;noxen, pennsylvania, usa;35
9638;brooklyn, new york, usa;23
9639;halifax, england, united kingdom;35
9640;fayetteville, new york, usa;33
9642;forster-tuncurry, new south wales, australia;14
9643;dublin, n/a, ireland;36
9644;hamilton, ontario, canada;59
9646;paris, n/a, france;36
9647;winnipeg, manitoba, canada;53
9649;southbury, connecticut, usa;13
9650;adelaide, south australia, australia;24
9651;gainsville, florida, usa;15
9652;saint petersburg, florida, usa;34
9653;barcelona, catalunya, spain;33
9654;jerome, idaho, usa;41
9655;galesburg, illinois, usa;27
9656;houston, texas, usa;11
9658;tupelo, mississippi, usa;47
9659;green bay, wisconsin, usa;27
9660;albuquerque, new mexico, usa;35
9662;berlin, berlin, germany;24
9663;cerritos, california, usa;61
9664;chapin, south carolina, usa;14
9665;greeneville, tennessee, usa;41
9666;buffalo center, iowa, usa;49
9668;brussels, wisconsin, usa;33
9669;san antonio, texas, usa;17
9672;santa cruz de tenerife, canarias, spain;16
9673;cardiff, wales, united kingdom;55
9674;karlsruhe, baden-wuerttemberg, germany;25
9677;balchik, varna, bulgaria;25
9678;brooksville, florida, usa;65
9681;newnan, georgia, usa;45
9682;muskegon, michigan, usa;47
9683;pedricktown, new jersey, usa;17
9685;abbott, texas, usa;35
9686;cambridge, england, united kingdom;21
9687;paros, n/a, france;19
9689;brunswick, maine, usa;42
9691;everett, washington, usa;50
9693;nelson, nelson, new zealand;26
9694;narrabundah, australian capital territory, australia;47
9695;mexico, d.f., mexico;30
9696;mexico, city, mexico, city, mexico;37
9697;aranjuez, madrid, spain;40
9702;grenada, mississippi, usa;37
9703;brainerd, minnesota, usa;25
9704;vancouver, british columbia, canada;22
9705;southgate, michigan, usa;50
9706;muncie, indiana, usa;33
9708;bamberg, bayern, germany;23
9709;owensville, missouri, usa;24
9712;jacksonville, illinois, usa;47
9714;cincinnati, ohio, usa;40
9716;westwood, massachusetts, usa;19
9717;rockford, illinois, usa;16
9718;brooklyn, new york, usa;35
9721;san dimas, california, usa;47
9725;richmond, indiana, usa;19
9726;huntsville, missouri, usa;56
9727;washington, dc, usa;35
9730;verdon, nebraska, usa;19
9734;porto, oporto, portugal;27
9735;new freedom, pennsylvania, usa;16
9736;geelong, victoria, australia;19
9737;covington, georgia, usa;65
