User_ID;Location;Age;AGE_GROUP
2013;canoas,riograndedosul,brazil;31;30-39 Anos
2014;teodorosampaio,saopaulo,brazil;36;30-39 Anos
150063;saopaulo,saopaulo,brazil;29;20-29 Anos
150070;brasilia,distritofederal,brazil;19;10-19 Anos
150108;saopaulo,saopaulo,brazil;31;30-39 Anos
150145;belohorizonte,minasgerais,brazil;42;40-49 Anos
150146;brasilia,na,brazil;23;20-29 Anos
150154;portoalegre,riograndedosul,brazil;29;20-29 Anos
150162;brasilia,df,brazil;35;30-39 Anos
150202;saopaulo,saopaulo,brazil;26;20-29 Anos
150203;brasilia,distritofederal,brazil;34;30-39 Anos
150204;campinas,saopaulo,brazil;18;10-19 Anos
150207;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
150208;belohorizonte,minasgerais,brazil;54;50-59 Anos
150209;jundiai,saopaulo,brazil;24;20-29 Anos
150314;rio,virginia,brazil;44;40-49 Anos
150408;brasil,brasil,brazil;49;40-49 Anos
150437;saoluis,na,brazil;19;10-19 Anos
150439;curitiba,parana,brazil;19;10-19 Anos
150729;brasilia,distritofederal,brazil;26;20-29 Anos
150746;brasilia,brasilia,brazil;21;20-29 Anos
150788;saopaulo,saopaulo,brazil;56;50-59 Anos
151149;saovicente,saopaulo,brazil;32;30-39 Anos
151241;stoandre,na,brazil;41;40-49 Anos
151355;riodejaneiro,rj,brazil;77;70-79 Anos
151406;saopaulo,na,brazil;23;20-29 Anos
2488;taubate,saopaulo,brazil;65;60-69 Anos
2695;saopaulo,saopaulo,brazil;21;20-29 Anos
2871;riodejaneiro,riodejaneiro,brazil;46;40-49 Anos
2896;saopaulo,saopaulo,brazil;20;20-29 Anos
3224;portoalegre,riograndedosul,brazil;17;10-19 Anos
3805;saopaulo,saopaulo,brazil;32;30-39 Anos
152035;saopaulo,sp,brazil;36;30-39 Anos
152052;salvador,bahia,brazil;53;50-59 Anos
152097;recifepe,recifepernambuco,brazil;31;30-39 Anos
152127;saopaulo,saopaulo,brazil;23;20-29 Anos
152158;saopaulo,sp,brazil;46;40-49 Anos
152227;saopaulo,saopaulo,brazil;39;30-39 Anos
152632;portoalegre,riograndedosul,brazil;76;70-79 Anos
153133;curitiba,parana,brazil;27;20-29 Anos
153157;saopaulo,sp,brazil;38;30-39 Anos
153192;portoalegre,riograndedosul,brazil;26;20-29 Anos
153672;passos,minasgerais,brazil;49;40-49 Anos
153937;portoalegre,riograndedosul,brazil;17;10-19 Anos
4074;fortaleza,ceara,brazil;23;20-29 Anos
4129;saopaulo,saopaulo,brazil;26;20-29 Anos
4135;brasilia,britishcolumbia,brazil;31;30-39 Anos
4317;slfjk,alberta,brazil;27;20-29 Anos
4480;riodejaneiro,riodejaneiro,brazil;22;20-29 Anos
4650;saopaulo,saopaulo,brazil;32;30-39 Anos
4651;brasilia,distritofederal,brazil;48;40-49 Anos
4666;curitiba,parana,brazil;30;30-39 Anos
4726;goiania,goias,brazil;24;20-29 Anos
4824;saopaulo,saopaulo,brazil;27;20-29 Anos
4862;belohorizonte,minasgerais,brazil;28;20-29 Anos
4863;ribeiraopreto,alaska,brazil;23;20-29 Anos
4899;curitiba,parana,brazil;30;30-39 Anos
4915;brasilia,distritofederal,brazil;26;20-29 Anos
4923;saopaulo,saopaulo,brazil;29;20-29 Anos
5033;portoalegre,riograndedosul,brazil;32;30-39 Anos
5612;saopaulo,saopaulo,brazil;25;20-29 Anos
5622;saopaulo,saopaulo,brazil;19;10-19 Anos
5858;riodejaneiro,riodejaneiro,brazil;42;40-49 Anos
153990;curitiba,parana,brazil;29;20-29 Anos
154063;belohorizonte,minasgerais,brazil;25;20-29 Anos
154292;saobernardodocampo,saopaulo,brazil;41;40-49 Anos
154342;saopaulo,saopaulo,brazil;32;30-39 Anos
154470;carapicuiba,saopaulo,brazil;22;20-29 Anos
154472;brasilia,df,brazil;32;30-39 Anos
154476;brasilia,distritofederal,brazil;25;20-29 Anos
154679;belohorizonte,minasgerais,brazil;16;10-19 Anos
155235;matao,saopaulo,brazil;15;10-19 Anos
155556;campomourao,parana,brazil;67;60-69 Anos
155626;itamaraju,bahia,brazil;49;40-49 Anos
155860;riodejaneiro,riodejaneiro,brazil;22;20-29 Anos
155894;riodejaneiro,riodejaneiro,brazil;38;30-39 Anos
155910;jundiai,saopaulo,brazil;26;20-29 Anos
155931;saopaulo,saopaulo,brazil;27;20-29 Anos
6739;saopaulo,sp,brazil;34;30-39 Anos
6887;itajuba,badenwuerttemberg,brazil;21;20-29 Anos
6908;novalima,minasgerais,brazil;30;30-39 Anos
7099;saojosedoscampos,saopaulo,brazil;22;20-29 Anos
7442;saopaulo,saopaulo,brazil;19;10-19 Anos
7680;saopaulo,saopaulo,brazil;57;50-59 Anos
7899;belohorizonte,minasgerais,brazil;21;20-29 Anos
8035;campinas,saopaulo,brazil;18;10-19 Anos
8092;rubiataba,victoria,brazil;15;10-19 Anos
156016;curitiba,parana,brazil;20;20-29 Anos
156029;recife,pernambuco,brazil;43;40-49 Anos
156072;saopaulo,sp,brazil;36;30-39 Anos
156078;campinas,saopaulo,brazil;36;30-39 Anos
156081;osasco,saopaulo,brazil;33;30-39 Anos
156087;olinda,pernambuco,brazil;26;20-29 Anos
156138;paraty,riodejaneiro,brazil;37;30-39 Anos
156152;belohorizonte,alabama,brazil;35;30-39 Anos
156153;portoalegre,riograndedosul,brazil;20;20-29 Anos
156192;cachoeiradosul,riograndedosul,brazil;53;50-59 Anos
156194;saopaulo,saopaulo,brazil;27;20-29 Anos
156195;cachoeiradosul,riograndedosul,brazil;53;50-59 Anos
156222;pinhalzinho,saopaulo,brazil;23;20-29 Anos
156223;saopaulo,saopaulo,brazil;23;20-29 Anos
156227;brasilia,distritofederal,brazil;19;10-19 Anos
156229;ribeiraopreto,saopaulo,brazil;30;30-39 Anos
156234;campinas,saopaulo,brazil;38;30-39 Anos
156291;novafriburgorj,novafriburgorj,brazil;45;40-49 Anos
156646;saopaulo,saopaulo,brazil;19;10-19 Anos
156662;saopaulo,saopaulo,brazil;59;50-59 Anos
156722;saopaulo,saopaulo,brazil;23;20-29 Anos
156738;riodejaneiro,riodejaneiro,brazil;42;40-49 Anos
8354;saopaulo,saopaulo,brazil;40;40-49 Anos
8389;belohorizonte,minasgerais,brazil;31;30-39 Anos
8391;ppppp,lllll,brazil;23;20-29 Anos
8397;florianopolis,santacatarina,brazil;23;20-29 Anos
8410;saopaulo,saopaulo,brazil;35;30-39 Anos
8781;saopaulo,saopaulo,brazil;24;20-29 Anos
8929;araras,brazil,brazil;11;10-19 Anos
8932;riodejaneiro,riodejaneiro,brazil;31;30-39 Anos
8994;salvador,bahia,brasil;26;20-29 Anos
8998;osasco,saopaulo,brazil;34;30-39 Anos
9025;fortaleza,ceara,brazil;26;20-29 Anos
9043;portoalegre,rs,brazil;22;20-29 Anos
9080;campinas,saopaulo,brazil;20;20-29 Anos
9082;curitiba,parana,brazil;21;20-29 Anos
9425;saopaulo,saopaulo,brazil;38;30-39 Anos
9570;riodejaneiro,riodejaneiro,brazil;51;50-59 Anos
9573;saojosedoscampos,saopaulo,brazil;47;40-49 Anos
156790;saopaulo,saopaulo,brazil;42;40-49 Anos
156821;campinas,saopaulo,brazil;18;10-19 Anos
156824;fortaleza,ceara,brazil;21;20-29 Anos
156826;riodejaneiro,riodejaneiro,brazil;30;30-39 Anos
156852;belohorizonte,minasgerais,brazil;12;10-19 Anos
156889;santos,saopaulo,brazil;26;20-29 Anos
156900;riodejaneiro,riodejaneiro,brazil;40;40-49 Anos
156952;saopaulo,saopaulo,brazil;23;20-29 Anos
157028;saopaulo,grandesaopaulo,brazil;39;30-39 Anos
157168;saopaulo,na,brazil;47;40-49 Anos
157171;recife,pernambuco,brazil;20;20-29 Anos
157182;fortaleza,ceara,brazil;20;20-29 Anos
157190;saopaulo,saopaulo,brazil;32;30-39 Anos
157231;portoalegre,riograndedosul,brazil;40;40-49 Anos
157246;curitiba,parana,brazil;23;20-29 Anos
157256;brasilia,yukonterritory,brazil;22;20-29 Anos
157377;limeira,saopaulo,brazil;49;40-49 Anos
157392;curitiba,na,brazil;38;30-39 Anos
157464;saopaulo,saopaulo,brazil;50;50-59 Anos
157478;goiania,california,brazil;20;20-29 Anos
157750;riodejaneiro,riodejaneiro,brazil;30;30-39 Anos
157774;saopaulo,saopaulo,brazil;23;20-29 Anos
10369;campinas,saopaulo,brazil;23;20-29 Anos
10442;riodejaneiro,riodejaneiro,brazil;40;40-49 Anos
10462;santanadeparnaiba,saopaulo,brazil;16;10-19 Anos
10521;niteroi,riodejaneiro,brazil;43;40-49 Anos
10528;esteio,riograndedosul,brazil;25;20-29 Anos
10667;riodejaneiro,na,brazil;26;20-29 Anos
10889;saopaulo,saopaulo,brazil;48;40-49 Anos
11248;saopaulo,saopaulo,brazil;48;40-49 Anos
11785;saopaulo,brazil,brazil;25;20-29 Anos
12067;saopaulo,saopaulo,brazil;41;40-49 Anos
12075;saopaulo,saopaulo,brazil;35;30-39 Anos
12119;campinas,saopaulo,brazil;19;10-19 Anos
158160;saopaulo,saopaulo,brazil;22;20-29 Anos
158166;saopaulo,saopaulo,brazil;23;20-29 Anos
158192;portoalegre,riograndedosul,brazil;33;30-39 Anos
158231;valenca,riodejaneiro,brazil;18;10-19 Anos
158243;saopaulo,saopaulo,brazil;46;40-49 Anos
158323;riodejaneiro,riodejaneiro,brazil;28;20-29 Anos
158377;curitiba,parana,brazil;18;10-19 Anos
158407;saopaulo,saopaulo,brazil;44;40-49 Anos
158573;salvador,bahia,brazil;26;20-29 Anos
158664;goiania,goias,brazil;18;10-19 Anos
158752;curitiba,parana,brazil;51;50-59 Anos
158758;saoleopoldo,riograndedosul,brazil;21;20-29 Anos
158896;canoas,riograndedosul,brazil;45;40-49 Anos
158943;passos,minasgerais,brazil;18;10-19 Anos
158991;maceio,alagoas,brazil;20;20-29 Anos
159085;campinas,saopaulo,brazil;24;20-29 Anos
159225;recife,pernambuco,brazil;22;20-29 Anos
159372;saojosedoriopreto,na,brazil;15;10-19 Anos
159385;saopaulo,saopaulo,brazil;40;40-49 Anos
159881;salvador,salvadorba,brazil;32;30-39 Anos
159930;riodejaneiro,riodejaneiro,brazil;31;30-39 Anos
159964;portoalegre,riograndedosul,brazil;29;20-29 Anos
12197;brasilia,brasil,brazil;27;20-29 Anos
12207;saopaulo,saopaulo,brazil;36;30-39 Anos
12330;saopaulo,saopaulo,brazil;30;30-39 Anos
12757;saojosedospinhais,parana,brazil;16;10-19 Anos
12865;niteroi,riodejaneiro,brazil;32;30-39 Anos
13016;belohorizonte,na,brazil;54;50-59 Anos
13099;suzano,sp,brazil;36;30-39 Anos
13102;saocarlossp,sp,brazil;19;10-19 Anos
13124;saojosedoscampos,saopaulo,brazil;47;40-49 Anos
13349;belohorizonte,minasgerais,brazil;27;20-29 Anos
13436;portoalegre,riograndedosul,brazil;22;20-29 Anos
13469;saopaulo,saopaulo,brazil;26;20-29 Anos
13826;saopaulo,saopaulo,brazil;47;40-49 Anos
13892;saopaulo,saopaulo,brazil;64;60-69 Anos
14011;saopaulo,saopaulo,brazil;24;20-29 Anos
160104;saopaulo,sp,brazil;21;20-29 Anos
160149;riodejaneiro,riodejaneiro,brazil;24;20-29 Anos
160345;novohamburgo,riograndedosul,brazil;16;10-19 Anos
160637;saopaulo,saopaulo,brazil;44;40-49 Anos
160690;campinas,saopaulo,brazil;18;10-19 Anos
160781;saopaulo,na,brazil;30;30-39 Anos
160826;belohorizonte,minasgerais,brazil;22;20-29 Anos
160967;saocarlos,sp,brazil;30;30-39 Anos
160999;saopaulo,sp,brazil;26;20-29 Anos
161251;saopaulo,saopaulo,brazil;48;40-49 Anos
161271;manaus,amazonas,brazil;17;10-19 Anos
161819;saopaulo,southaustralia,brazil;39;30-39 Anos
161886;araguaina,tocantins,brazil;25;20-29 Anos
161969;curitiba,parana,brazil;24;20-29 Anos
162067;riodejaneiro,riodejaneiro,brazil;55;50-59 Anos
14388;brasilia,distritofederal,brazil;22;20-29 Anos
14500;curitiba,parana,brazil;27;20-29 Anos
14646;saopaulo,sp,brazil;27;20-29 Anos
15206;riodejaneiro,riodejaneiro,brazil;52;50-59 Anos
15271;campinagrande,paraiba,brazil;18;10-19 Anos
15453;ceilandia,distritofederal,brazil;20;20-29 Anos
15647;riodejaneiro,riodejaneiro,brazil;52;50-59 Anos
15953;riodejaneiro,riodejaneiro,brazil;32;30-39 Anos
16182;saopaulo,saopaulo,brazil;45;40-49 Anos
162119;saopaulo,,brazil;23;20-29 Anos
162487;saogoncalo,riodejaneiro,brazil;29;20-29 Anos
162531;saopaulo,saopaulo,brazil;21;20-29 Anos
162660;saopaulo,saopaulo,brazil;31;30-39 Anos
162880;salvador,bahia,brazil;30;30-39 Anos
163006;maceio,alagoas,brazil;25;20-29 Anos
163121;blumenau,sc,brazil;42;40-49 Anos
163141;hjh,nenhuma,brazil;18;10-19 Anos
163355;riodejaneiro,rhodeisland,brazil;29;20-29 Anos
163831;belohorizonte,minasgerais,brazil;17;10-19 Anos
163973;saopaulo,saopaulo,brazil;46;40-49 Anos
16218;salvador,bahia,brazil;24;20-29 Anos
16588;niteroi,riodejaneiro,brazil;35;30-39 Anos
16674;saopaulo,saopaulo,brazil;22;20-29 Anos
16684;saopaulo,saopaulo,brazil;59;50-59 Anos
16706;florianopolis,santacatarina,brazil;18;10-19 Anos
16765;natal,riograndedonorte,brazil;74;70-79 Anos
17148;goiania,goias,brazil;25;20-29 Anos
17208;saopaulo,saopaulo,brazil;20;20-29 Anos
17269;saopaulo,na,brazil;27;20-29 Anos
17300;saopaulo,saopaulo,brazil;26;20-29 Anos
17657;saopaulo,saopaulo,brazil;20;20-29 Anos
17672;saofelixdoxingupa,na,brazil;30;30-39 Anos
164152;fortaleza,ceara,brazil;34;30-39 Anos
164188;saopaulo,na,brazil;37;30-39 Anos
164330;riodejaneiro,riodejaneiro,brazil;50;50-59 Anos
164359;riodejaneiro,riodejaneiro,brazil;33;30-39 Anos
164389;bauru,saopaulo,brazil;23;20-29 Anos
164563;montenegro,brazil,brazil;22;20-29 Anos
164793;saopaulo,saarland,brazil;34;30-39 Anos
164860;belohorizonte,na,brazil;25;20-29 Anos
165004;portoalegre,riograndedosul,brazil;18;10-19 Anos
165110;riodejaneiro,riodejaneiro,brazil;56;50-59 Anos
165495;indaiatuba,saopaulo,brazil;34;30-39 Anos
165946;portoalegre,riograndedosul,brazil;26;20-29 Anos
166040;riodejaneiro,riodejaneiro,brazil;62;60-69 Anos
166099;saopaulo,saopaulo,brazil;47;40-49 Anos
18676;santos,saopaulo,brazil;45;40-49 Anos
19633;taguatinga,distritofederal,brazil;19;10-19 Anos
19956;saopaulo,saopaulo,brazil;27;20-29 Anos
20207;saopaulo,sudeste,brazil;30;30-39 Anos
166415;saojosedoriopreto,saopaulo,brazil;25;20-29 Anos
166477;riodejaneiro,riodejaneiro,brazil;60;60-69 Anos
166589;campinas,saopaulo,brazil;43;40-49 Anos
166644;saopaulo,saopaulo,brazil;22;20-29 Anos
166959;belohorizonte,minasgerais,brazil;49;40-49 Anos
167057;saopaulo,saopaulo,brazil;36;30-39 Anos
167122;saopaulo,saopaulo,brazil;45;40-49 Anos
167184;portoalegre,riograndedosul,brazil;39;30-39 Anos
167239;santamaria,distritofederal,brazil;33;30-39 Anos
167268;campinas,saopaulo,brazil;15;10-19 Anos
167705;ouropretodooeste,rondonia,brazil;17;10-19 Anos
167750;saopaulo,saopaulo,brazil;22;20-29 Anos
167773;novafriburgo,riodejaneiro,brazil;38;30-39 Anos
20801;riodejaneiro,riodejaneiro,brazil;29;20-29 Anos
20928;riodejaneiro,riodejaneiro,brazil;40;40-49 Anos
21630;ribeiraopreto,saopaulo,brazil;19;10-19 Anos
22082;riodejaneiro,riodejaneiro,brazil;26;20-29 Anos
22263;brasilia,df,brazil;46;40-49 Anos
22280;montenegro,riograndedosul,brazil;49;40-49 Anos
168328;santos,saopaulo,brazil;64;60-69 Anos
169204;saopaulo,saopaulo,brazil;43;40-49 Anos
22392;campinas,saopaulo,brazil;17;10-19 Anos
22573;saobernardodocampo,saopaulo,brazil;47;40-49 Anos
22670;belohorizonte,minasgerais,brazil;21;20-29 Anos
22777;salvador,bahia,brazil,brazil;26;20-29 Anos
22799;cuiaba,colorado,brazil;38;30-39 Anos
23023;saopaulo,saopaulo,brazil;28;20-29 Anos
23420;santos,saopaulo,brazil;40;40-49 Anos
23725;belohorizonte,minasgerais,brazil;57;50-59 Anos
23734;portoalegre,riograndedosul,brazil;33;30-39 Anos
24212;saopaulo,saopaulo,brazil;19;10-19 Anos
170292;saocaetanodosul,saopaulo,brazil;27;20-29 Anos
171281;riodejaneiro,riodejaneiro,brazil;47;40-49 Anos
171292;brazil,saopaulo,brazil;20;20-29 Anos
171310;saopaulo,saopaulo,brazil;33;30-39 Anos
171721;americana,saopaulo,brazil;28;20-29 Anos
24384;b,df,brazil;21;20-29 Anos
24386;saopaulo,saopaulo,brazil;15;10-19 Anos
24424;riodejaneiro,riodejaneiro,brazil;33;30-39 Anos
24469;belohorizonte,minasgerais,brazil;19;10-19 Anos
25033;riodejaneiro,riodejaneiro,brazil;46;40-49 Anos
25088;tatui,saopaulo,brazil;44;40-49 Anos
25540;riodejaneiro,riodejaneiro,brazil;23;20-29 Anos
25783;saopaulo,na,brazil;23;20-29 Anos
25842;brasilia,distritofederal,brazil;21;20-29 Anos
26198;campinas,saopaulo,brazil;18;10-19 Anos
26214;curitiba,parana,brazil;26;20-29 Anos
172375;campinas,saopaulo,brazil;16;10-19 Anos
172480;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
172787;riodejaneiro,riodejaneiro,brazil;47;40-49 Anos
172894;portoalegre,riograndedosul,brazil;32;30-39 Anos
172895;portoalegre,na,brazil;50;50-59 Anos
173084;limeira,saopaulolimeira,brazil;39;30-39 Anos
173384;brasilia,df,brazil;49;40-49 Anos
173561;rubiataba,goias,brazil;15;10-19 Anos
173581;saopaulo,saopaulo,brazil;35;30-39 Anos
174128;natal,rn,brazil;22;20-29 Anos
26644;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
27774;saopaulo,saopaulo,brazil;22;20-29 Anos
28136;saopaulo,saopaulo,brazil;25;20-29 Anos
28350;saocaetanodosul,saopaulo,brazil;18;10-19 Anos
175088;saopaulo,saopaulo,brazil;29;20-29 Anos
175602;saopaulo,saopaulo,brazil;23;20-29 Anos
175628;saobentodosul,yukonterritory,brazil;25;20-29 Anos
175913;gunmaken,isezakichi,brazil;36;30-39 Anos
176180;saopaulo,saopaulo,brazil;34;30-39 Anos
28773;salvador,bahia,brazil;20;20-29 Anos
29202;brasilia,distritofederal,brazil;24;20-29 Anos
29248;saopaulo,sp,brazil;19;10-19 Anos
29539;recife,alaska,brazil;39;30-39 Anos
29710;jundiai,saopaulo,brazil;28;20-29 Anos
29791;saopaulo,saopaulo,brazil;32;30-39 Anos
31414;saopaulo,sp,brazil;32;30-39 Anos
31720;campinas,saopaulo,brazil;55;50-59 Anos
176608;saopaulo,saopaulo,brazil;53;50-59 Anos
176632;saopaulo,saopaulo,brazil;34;30-39 Anos
176971;saopaulo,saopaulo,brazil;54;50-59 Anos
177474;riodejaneiro,riodejaneirorj,brazil;62;60-69 Anos
177489;goiania,goias,brazil;21;20-29 Anos
177720;saopaulo,sp,brazil;14;10-19 Anos
178050;santaisabel,saopaulo,brazil;15;10-19 Anos
32420;aracaju,se,brazil;27;20-29 Anos
32954;riodejaneiro,riodejaneiro,brazil;29;20-29 Anos
33034;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
33035;portoalegre,riograndedosul,brazil;58;50-59 Anos
33464;belohorizonte,na,brazil;27;20-29 Anos
33466;saopaulo,saopaulo,brazil;30;30-39 Anos
33467;saopaulo,na,brazil;16;10-19 Anos
33469;saopaulo,southamerica,brazil;29;20-29 Anos
33471;indaiatuba,saopaulo,brazil;24;20-29 Anos
33472;saopaulo,saopaulo,brazil;16;10-19 Anos
33476;londrina,parana,brazil;46;40-49 Anos
33661;portoalegre,riograndedosul,brazil;17;10-19 Anos
33753;saopaulo,saopaulo,brazil;49;40-49 Anos
178300;saocarlos,berlin,brazil;33;30-39 Anos
178303;belohorizonte,minasgerais,brazil;17;10-19 Anos
178314;saopaulo,saopaulo,brazil;22;20-29 Anos
178319;campinas,saopaulo,brazil;28;20-29 Anos
178320;florianopolis,santacatarina,brazil;29;20-29 Anos
178325;blumenau,santacatarina,brazil;29;20-29 Anos
178370;riodejaneiro,na,brazil;41;40-49 Anos
178374;marilia,saopaulo,brazil;38;30-39 Anos
178531;campinas,na,brazil;29;20-29 Anos
178678;saopaulo,australiancapitalterritory,brazil;23;20-29 Anos
178684;saopaulo,saopaulo,brazil;34;30-39 Anos
178912;riodejaneiro,riodejaneiro,brazil;23;20-29 Anos
179066;curitiba,parana,brazil;20;20-29 Anos
179169;novafriburgo,novafriburgorj,brazil;69;60-69 Anos
179302;limeira,sp,brazil;17;10-19 Anos
179656;curitiba,yukonterritario,brasil;21;20-29 Anos
179892;saopaulo,saopaulo,brazil;47;40-49 Anos
180285;brasilia,na,brazil;48;40-49 Anos
180288;saopaulo,saopaulo,brazil;23;20-29 Anos
34816;saopaulo,saopaulo,brazil;46;40-49 Anos
34826;campinas,saopaulo,brazil;18;10-19 Anos
34887;portoalegre,colorado,brazil;21;20-29 Anos
34921;guaratingueta,saopaulo,brazil;17;10-19 Anos
34926;saogoncalo,riodejaneiro,brazil;17;10-19 Anos
34933;saopaulo,alabama,brazil;21;20-29 Anos
36339;saopaulo,saopaulo,brazil;38;30-39 Anos
180350;riodejaneiro,riodejaneiro,brazil;37;30-39 Anos
180357;brasilia,na,brazil;48;40-49 Anos
180367;rioverde,alabama,brazil;20;20-29 Anos
180696;riodejaneiro,riodejaneiro,brazil;38;30-39 Anos
180804;santamaria,riograndedosul,brazil;43;40-49 Anos
180880;gravatai,na,brazil;41;40-49 Anos
181102;belohorizonte,minasgerais,brazil;36;30-39 Anos
181193;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
181548;baurusp,na,brazil;31;30-39 Anos
181572;portoalegre,riograndedosul,brazil;24;20-29 Anos
181795;saocaetanodosul,saopaulo,brazil;42;40-49 Anos
181821;belohorizonte,minasgerais,brazil;21;20-29 Anos
182228;riodejaneiro,riodejaneiro,brazil;52;50-59 Anos
182235;guarulhos,saopaulo,brazil;25;20-29 Anos
36526;saopaulo,saopaulo,brazil;59;50-59 Anos
37364;manaus,alabama,brazil;18;10-19 Anos
37682;campinas,saopaulo,brazil;16;10-19 Anos
37770;saopaulo,saopaulo,brazil;24;20-29 Anos
38196;belohorizonte,minasgerais,brazil;23;20-29 Anos
38310;belohorizonte,minasgerais,brazil;23;20-29 Anos
38415;ribeiraopreto,saopaulo,brazil;22;20-29 Anos
38416;brasilia,distritofederal,brazil;25;20-29 Anos
38417;riodejaneiro,riodejaneiro,brazil;26;20-29 Anos
38418;portoalegre,na,brazil;25;20-29 Anos
38419;riodejaneiro,riodejaneiro,brazil;28;20-29 Anos
38421;curitiba,parana,brazil;41;40-49 Anos
38450;erechim,riograndedosul,brazil;58;50-59 Anos
38458;riodejaneiro,riodejaneiro,brazil;58;50-59 Anos
182407;palmeiradasmissoes,riograndedosul,brazil;28;20-29 Anos
182449;riodejaneiro,riodejaneiro,brazil;56;50-59 Anos
182651;portoalegre,riograndedosul,brazil;31;30-39 Anos
182866;belohorizonte,minasgerais,brazil;32;30-39 Anos
182886;brasilia,na,brazil;22;20-29 Anos
183633;riodejaneiro,riodejaneiro,brazil;51;50-59 Anos
183738;belohorizonte,minasgerais,brazil;27;20-29 Anos
183969;portoalegre,riograndedosul,brazil;54;50-59 Anos
184230;amazon,amazon,brazil;23;20-29 Anos
38585;saopaulo,saopaulo,brazil;22;20-29 Anos
38897;belohorizonte,minasgerais,brazil;24;20-29 Anos
39131;riodejaneiro,rheinlandpfalz,brazil;45;40-49 Anos
39132;pelotas,na,brazil;59;50-59 Anos
39496;belohorizonte,na,brazil;34;30-39 Anos
39739;niteroi,riodejaneiro,brazil;25;20-29 Anos
39821;santamariars,na,brazil;57;50-59 Anos
39822;vinhedo,saopaulo,brazil;42;40-49 Anos
39834;joaopessoa,paraiba,brazil;42;40-49 Anos
39877;orlandia,saopaulo,brazil;50;50-59 Anos
39942;montenegro,alabama,brazil;47;40-49 Anos
40162;recife,pennsylvania,brazil;26;20-29 Anos
40263;itabuna,bahia,brazil;24;20-29 Anos
40264;novalima,minasgerais,brazil;51;50-59 Anos
40267;maringa,parana,brazil;22;20-29 Anos
40271;saopaulo,sp,brazil;24;20-29 Anos
40288;saopaulo,sp,brazil;15;10-19 Anos
40366;saopaulo,arkansas,brazil;21;20-29 Anos
40413;campogrande,matogrossodosul,brazil;17;10-19 Anos
40440;jaguariuna,saopaulo,brazil;25;20-29 Anos
184379;goiania,goiasgoiania,brazil;20;20-29 Anos
184646;florianopolis,sc,brazil;41;40-49 Anos
184662;campinas,saopaulo,brazil;52;50-59 Anos
184955;saopaulo,saopaulo,brazil;18;10-19 Anos
185026;riodejaneiro,riodejaneiro,brazil;33;30-39 Anos
185391;saopaulo,alaska,brazil;19;10-19 Anos
185542;riodejaneiro,riodejaneiro,brazil;25;20-29 Anos
185785;campogrande,matogrossodosul,brazil;20;20-29 Anos
185915;curitiba,parana,brazil;48;40-49 Anos
40747;riodejaneiro,alabama,brazil;39;30-39 Anos
40878;saopaulo,sp,brazil;29;20-29 Anos
40985;saopaulo,saopaulo,brazil;32;30-39 Anos
41045;novafriburgo,riodejaneiro,brazil;29;20-29 Anos
41881;santoandre,saopaulo,brazil;21;20-29 Anos
41882;riodejaneiro,riodejaneiro,brazil;24;20-29 Anos
42023;saopaulo,saopaulo,brazil;36;30-39 Anos
42034;saopaulo,saopaulo,brazil;57;50-59 Anos
42230;yyz,australiancapitalterritory,brazil;35;30-39 Anos
42449;jundiai,saopaulo,brazil;25;20-29 Anos
186394;saopaulo,saopaulo,brazil;23;20-29 Anos
186586;brasilia,distritofederal,brazil;32;30-39 Anos
186959;saopaulo,sp,brazil;22;20-29 Anos
187361;riodejaneiro,riodejaneiro,brazil;41;40-49 Anos
187672;saopaulo,illinois,brazil;34;30-39 Anos
187691;ribeiraopires,saopaulo,brazil;58;50-59 Anos
42586;saopaulo,saopaulo,brazil;28;20-29 Anos
42736;riodejaneiro,riodejaneiro,brazil;50;50-59 Anos
43197;campinas,saopaulo,brazil;18;10-19 Anos
43216;recife,pernambuco,brazil;34;30-39 Anos
44048;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
44174;portoalegre,riograndedosul,brazil;27;20-29 Anos
44434;tubarao,santacatarina,brazil;24;20-29 Anos
188717;saocaetano,saopaulo,brazil;18;10-19 Anos
188997;fortaleza,ceara,brazil;23;20-29 Anos
189014;canoas,riograndedosul,brazil;54;50-59 Anos
189156;belohorizonte,minasgerais,brazil;23;20-29 Anos
189374;saopaulo,saopaulo,brazil;23;20-29 Anos
189397;riodejaneiro,riodejaneiro,brazil;37;30-39 Anos
190031;riodejaneiro,na,brazil;22;20-29 Anos
190039;pelotas,riograndedosul,brazil;22;20-29 Anos
190233;praiagrande,saopaulo,brazil;30;30-39 Anos
190297;jundiai,saopaulo,brazil;36;30-39 Anos
190394;presidenteprudente,newyork,brazil;47;40-49 Anos
45750;riodejaneiro,riodejaneiro,brazil;25;20-29 Anos
45887;teresina,piaui,brazil;43;40-49 Anos
46269;recife,pernambuco,brazil;26;20-29 Anos
190695;saojosedospinhais,parana,brazil;36;30-39 Anos
190714;riodejaneiro,riodejaneiro,brazil;53;50-59 Anos
190810;saopaulo,saopaulo,brazil;37;30-39 Anos
190888;saopaulo,sp,brazil;28;20-29 Anos
